NEW BOM ID,Component Type,PHX Class,Supplier/Manufacturer,Address,Email,Contact Number,SUPPLIER MFG LT,TRANSIT LT,AMZ Safety Days,WH Safety Days,PO Issue Days,Master Pack,MOQ,OrderingUOM,Unit Price (Published Online),Shipping Cost,Landed Cost,"Conversion ( to L, Kg, Caps, pc)",Converted Unit Price,IMS-Unit,Supplier/Manufacturer,Address,Email,Contact Number,Supplier Payment Terms,Product Link,Supplier Product ID/Model #,Description,Remarks,Alternative Supplier 1,Alternative Supplier 2,Monthly Usage,Monthly Spend,duplicate,TOTAL LT BOM MASTER,,Comments,,,,,,,,,
"SPRAY-MIST-24-410-White-5.5""",Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,1000,pcs,0.12,0,0.12,1,0.12,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/fine-mist-sprayer/S701WH,S701WH,,,,,,,1,17,,,,,,,,,,,
Cap-24-410-Flat,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,1000,pcs,0.06,0.0287,0.0887,1,0.0887,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,1,17,,,,,,,,,,,
WL-Acne-Face-Cream-2oz-PLSF,White Label,A,PLSF,"150 Douglas Ave Dunedin, FL 34698",,,100,47,60,30,3,1,500,pcs,2.75,0,2.75,1,2.75,Pcs,PLSF,"150 Douglas Ave Dunedin, FL 34698",orders@privatelabel.net,17274661703,Due Upon Reciept,,,,,,,,,1,150,,,,,,,,,,,
TA-Adv-Hand-Gel-8oz,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,1,1,,3.72,,3.72,,3.72,-,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
TA-Adv-Hand-Sanitizer-Gel-8oz,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,1,1,,,,0,,0,-,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
TA-Balancing-Herbal-Toner,placeholder,,INACTIVE,,,,5,7,60,30,3,1,1,,6.32,,6.32,,6.32,-,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
TA-Crepey-Skin-Facial-Cleanser-HS,placeholder - Turnkey FG,,Health Specialty,,,,76,12,60,30,3,1,1,,,,0,,0,-,,,christina@healthspecialty.com,562-273-0348,NET30,,,,,,,,,1,91,,,,,,,,,,,
WL-Crepey-Lotion-8oz-HS,White Label,A,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,500,pcs,2.4,0,2.4,1,2.4,Pcs,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,NET30,,,,,,,,,1,91,,,,,,,,,,,
TA-Eczema-Cream,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,1,1,,6.82,,6.82,,6.82,-,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
TA-Safflower-Oleosomes-Sunscreen,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,1,1,,5.13,,5.13,,5.13,-,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
TA-Stem-Cell-Daily-Facial-Cleanser,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,1,1,,,,0,,0,-,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
PS-DHM-Capsules,Turnkey FG,,Nutrisport Pharmacal,"200 North Church Road Franklin, NJ 07416",bill@e-nutrisport.com,(973) 209-7200,84,7,60,30,3,1,1500,pcs,3.5,,3.5,1,3.5,Pcs,,,bill@e-nutrisport.com,(973) 209-7200,NET 30,,,,,,,,,1,94,,,,,,,,,,,
SDP8MWHT 230x45mm,placeholder,,INACTIVE,,,,5,7,60,30,3,1,1,,0.1,,0.1,,0.1,-,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
TA-Acne-Eliminating-Face-Cleanser-8oz-HS,Turnkey FG,A,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,5000,pcs,2.41,0,2.41,1,2.41,Pcs,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,NET30,,,,,,,,,1,91,,,,,,,,,,,
PCH-5oz-NAT-OrganicStevia-Preprinted,Container/Pouch,B,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,5000,pcs,0.159,0.1013,0.2603,1,0.2603,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
PCH-5oz-NAT-OrganicMonkfruit-Preprinted,Container/Pouch,A,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,5000,pcs,0.125,0,0.125,1,0.125,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
PCH-5oz-TH-OrganicMonkFruit-Preprinted,Container/Pouch,A,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,5000,pcs,0.12,0.1495,0.2695,1,0.2695,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
PCH-5oz-PS-OrganicMonkfruit-Preprinted,Container/Pouch,A,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,5000,pcs,0.125,0.1013,0.2263,1,0.2263,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
PCH-5oz-PS-OrganicStevia-Preprinted,Container/Pouch,A,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,5000,pcs,0.155,0,0.155,1,0.155,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
BTL-16oz-Diamond-White-24-410,Container/Pouch,C,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,,100,pcs,0.415,0,0.415,1,0.415,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/pe-imperial-bullet-cosmo/B1270WH,B1270WH,,,,,,,1,17,,,,,,,,,,,
RM-Peppermint-Water,Raw Material,C,Organic Creations,"307 NW Kerron St, Winlock, WA 98596",,360-869-7900,7,5,60,30,3,,1,gal,16.8,8.734,25.534,0.264172,6.7454,Liter,,,,360-869-7900,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-Hydrolized-Keratin,Raw Material,C,Essential Wholesale Labs,"2211 NW Nicolai St. Portland, Oregon 97210",info@ewlnatural.com,(503) 893-1100,3,6,60,30,3,1,1,lbs,23.93,0,23.93,2.2,52.646,Kg,,,info@ewlnatural.com,(503) 893-1100,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-PWD-Silica,Raw Material,C,Essential Wholesale Labs,"2211 NW Nicolai St. Portland, Oregon 97210",info@ewlnatural.com,(503) 893-1100,3,6,60,30,3,1,1,lbs,188.95,4.4,193.35,2.2,425.37,Kg,,,info@ewlnatural.com,(503) 893-1100,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-PWD-DL-Panthenol,Raw Material,C,Brambleberry,"2138 Humboldt St. Bellingham, Washington 98225",,,4,6,60,30,3,,1,oz,2.49,0,2.49,33.814,84.1969,Liter,,,--,877-627-7883,CBS,,,,,,,,,1,13,,,,,,,,,,,
RM-Diheptyl-Succinate+Capryloyl-Glycerin/Sebacic-Acid Copolymer,Raw Material,C,Windy Point Soap,,,1-877-257-0030.,8,6,60,30,3,,1,liters,25.1684,0,25.1684,1,25.1684,Liter,,,info@windypointsoap.com,587-318-6678,CBS,,,,,,,,,1,17,,,,,,,,,,,
RM-Licorice-Root-Extract,Raw Material,C,"Making Cosmetics, Inc","10800 231st Way NE, Redmond, WA 98053",,,14,7,60,30,3,,5,lbs,87.54,2.1055,89.6455,2.2,197.22,Kg,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",admin@makingcosmetics.com,425-292-9502,CBS,https://www.makeyourown.buzz/hydrolyzed-silk-protein/,,,,,,,,1,24,,,,,,,,,,,
RM-Hydrolyzed-Silk-Protein,Raw Material,C,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,7,6,60,30,3,,2,oz,4.97,0,4.97,33.814,168.0556,Liter,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,CBS,,,,,,,,,1,16,,,,,,,,,,,
RM-Argan-Oil,Raw Material,C,Bulk Apothecary,"115 Lena Drive Aurora, Ohio 44202",Sales@bulkapothecary.com,888-728-7612,4,4,60,30,3,,8,oz,1.8,0,1.8,33.814,60.8652,Liter,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",Sales@bulkapothecary.com,888-728-7612,CBS,https://www.makeyourown.buzz/argan-oil/,,,,,,,,1,11,,,,,,,,,,,
TA-Double-Stem-Cell-Serum,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,,1,pcs,10.42,0,10.42,1,10.42,Pcs,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
TA-Rose-Stem-Cell-Aloe-Vera-Gel-8oz,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,,1,pcs,4.5,0,4.5,1,4.5,Pcs,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
LABL-5.75X5-Hair-Growth-Bamb-Wrap,Label,B,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3052,6,3,60,30,3,1,500,pcs,0.263,0,0.263,1,0.263,Pcs,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-5.75X5-Hair-Growth-Grape-Wrap,Label,C,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3052,6,3,60,30,3,1,500,pcs,0.263,0,0.263,1,0.263,Pcs,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-5.75X5-Hair-Growth-Lav-Wrap,Label,C,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3052,6,3,60,30,3,1,500,pcs,0.47,0,0.47,1,0.47,Pcs,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-Bamboo-Frangrance-Oil,Raw Material,B,INACTIVE,,,,5,7,60,30,3,,8,oz,13.03,0.6,13.63,33.814,460.8848,Liter,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-MENTHOL,Raw Material,B,Bulk Apothecary,,,,4,4,60,30,3,,10,lbs,11.94,2.4491,14.3891,2.2,31.656,Kg,,,Sales@bulkapothecary.com,888-728-7612,CBS,https://www.bulkapothecary.com/raw-ingredients/other-ingredients-and-chemicals/menthol-crystals-usp/,B120-001-000,,,,,,,1,11,,,,,,,,,,,
TA-Hair-Savior-60-Norax,Turnkey FG,C,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,770-683-8800,93,6,60,30,3,,1000,pcs,5.05,0,5.05,1,5.05,Pcs,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,404-433-8851,50/50,,,,,,,,,1,102,,,,,,,,,,,
WL-Hair-Savior-60-Norax,White Label,C,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,770-683-8800,93,6,60,30,3,,1000,pcs,4.76,0,4.76,1,4.76,Pcs,Norax Supplements,"37 Calumet Pkwy Bldg P, Ste 100 Newnan, GA 30263",jen@noraxsupplements.com,404-433-8851,50/50,,,,,,,,,1,102,,,,,,,,,,,
WL-Caffeine-Theanine-Capsules-120-Nutrafill,white Label,C,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,(229) 995-2545,62,1,60,30,3,,1000,pcs,4.51,0.145,4.655,1,4.655,Pcs,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,,50/50,,,,,,,,,1,66,,,,,,,,,,,
LABL-7X2.5-PS-Caffeine-L-Theanine,Label,C,Wizard Labels,"29152 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3054,6,3,60,30,3,,500,pcs,0.28,0,0.28,1,0.28,Pcs,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
PS-Caffeine-Theanine-Capsules-120-Nutrafill,Turnkey FG,C,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,(229) 995-2545,62,1,60,30,3,,1000,pcs,4.2161,0,4.2161,1,4.2161,Pcs,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,,50/50,,,,,,,,,1,66,,,,,,,,,,,
LABL-5.5x2-Skin-Savior-60,Label,,Wizard Labels,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,(229) 995-2545,6,3,60,30,3,,500,pcs,0.28,0,0.28,1,0.28,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
TA-Skin-Vitamins-60-Nutrafill,turnkey FG,,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,(229) 995-2545,62,1,60,30,3,,1000,pcs,3.61,0,3.61,1,3.61,Pcs,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,,50/50,,,,,,,,,1,66,,,,,,,,,,,
WL-Skin-Vitamins-60-Nutrafill,white Label,,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,(229) 995-2545,62,1,60,30,3,,1000,pcs,3.61,0,3.61,1,3.61,Pcs,Nutrafill,"655 Crawford Street N.E.Dawson, GA. 39842",tommy@nutrafill.com,,50/50,,,,,,,,,1,66,,,,,,,,,,,
LABL-TH-3.75x3-Monk-Stevia-Blend-4oz,Label,C,Wizard Labels,"29151 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3053,6,3,60,30,3,1,500,pcs,0.316,0,0.316,1,0.316,Pcs,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x2.875-Shrink-Sleeve-Liquid-Monk-Fruit-2oz,Label,C,Wizard Labels,"29152 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3054,6,3,60,30,3,1,500,pcs,0.14,0,0.14,1,0.14,Pcs,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
M1151CL-Dome-Shrink-Band-52x143,Safety Shrink Band,C,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.068,0,0.068,1,0.068,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M1151CL,,,,,,,1,17,,,,,,,,,,,
LABL-TA-3.5X4.75-Acne-Eliminating-Body-Spray-8oz,Label,,Wizard Labels,"29151 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3053,6,3,60,30,3,1,500,pcs,0.356,0,0.356,1,0.356,Pcs,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
PCH-16oz-PS-Stndup-Matt,Container/Pouch,,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,3,6,60,30,3,,5000,pcs,0.38,0,0.38,1,0.38,Pcs,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,CBS,https://www.sav-onbags.com/16-oz-Matte-Stand-Up-Pouch_p_89.html,1010-016,,,,,,,1,12,,For Hibernate,,,,,,,,,
LABL-NS-6.125x5-Monk-Fruit-Stevia-Liquid-2oz,Label,,Wizard Labels,"29151 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3053,6,3,60,30,3,,500,pcs,0.13,0,0.13,1,0.13,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-2.875x3.750-Monk-Fruit-Stevia-Liquid-2oz,Label,C,Grace Amazing Labels,"1722 Indianwood Circle Bldg A Maumee, OH 43537",kkochanski@grace-imaging.com,419-874-2127,12,5,120,60,3,,2000,pcs,0.47,0,0.47,1,0.47,Pcs,,,kkochanski@grace-imaging.com,419-874-2127,CBS,,,,,,,,,1,20,,,,,,,,,,,
LABL-AY-5.75x4.75-Boho-Body-Wash-Side-8oz,Label,C,Wizard Labels,"29151 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3053,6,3,60,30,3,,500,pcs,0.3,0,0.3,1,0.3,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Black-Tea-2oz,Label,,Wizard Labels,"29152 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3054,6,3,60,30,3,,500,pcs,0.467,0,0.467,1,0.467,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-5.75x4.75-Anti-Aging-Exfo-Body-Wash-8oz,Label,C,Wizard Labels,"29153 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3055,6,3,60,30,3,,500,pcs,0.2907,0,0.2907,1,0.2907,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Black-Tea-Iced-4oz,Label,A,Wizard Labels,"29152 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3054,6,3,60,30,3,,500,pcs,0.0981,0,0.0981,1,0.0981,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-3.75x3-Monk-Fruit-Extract-4oz,Label,A,Wizard Labels,"29153 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3055,6,3,60,30,3,,500,pcs,,,0,1,0,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Monk-Fruit-Extract-125g,Label,A,Wizard Labels,"29109 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3012,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-AY-3.75x3-Warrior-One-Front,Label,B,Wizard Labels,"29110 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3013,6,3,60,30,3,,500,pcs,0.33,0,0.33,1,0.33,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-3.75x3-Monk-Fruit-4oz-Front,Label,A,Wizard Labels,"29111 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3014,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-3.75x3-Monk-Fruit-4oz-Back,Label,A,Wizard Labels,"29112 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3015,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Stevia-Powder-125g,Label,A,Wizard Labels,"29110 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3013,6,3,60,30,3,,500,pcs,0.119,0,0.119,1,0.119,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-3.5x3-Black-Tea-4oz-Back,Label,A,Wizard Labels,"29111 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3014,6,3,60,30,3,,500,pcs,0.22,0,0.22,1,0.22,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,For Hibernate,,,,,,,,,
"LABL-AY-4x3-Warrior-One-0,5oz-Front",Label,,Wizard Labels,"29112 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3015,6,3,60,30,3,,500,pcs,0.51,0,0.51,1,0.51,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-3.75x3-Stevia-Powder-4oz-Front,Label,B,Wizard Labels,"29113 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3016,6,3,60,30,3,,500,pcs,0.119,0,0.119,1,0.119,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-3.75x3-Stevia-Powder-4oz-Back,Label,B,Wizard Labels,"29114 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3017,6,3,60,30,3,,500,pcs,0.119,0,0.119,1,0.119,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-3.75x3-Green-Tea-4oz,Label,B,Wizard Labels,"29115 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3018,6,3,60,30,3,,500,pcs,0.0909,0,0.0909,1,0.0909,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-3.75x3-Puerh-4oz,Label,C,Wizard Labels,"29116 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3019,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Green-Tea-Extract-250g,Label,C,Wizard Labels,"29117 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3020,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Shilajit-100g,Label,A,Wizard Labels,"29118 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3021,6,3,60,30,3,,500,pcs,0.1243,0,0.1243,1,0.1243,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Green-Coffee-Ext-150g,Label,B,Wizard Labels,"29119 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3022,6,3,60,30,3,,500,pcs,0.333,0,0.333,1,0.333,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Black-Tea-125g,Label,A,Wizard Labels,"29120 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3023,6,3,60,30,3,,500,pcs,0.2125,0,0.2125,1,0.2125,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-3.75x3-Matcha-Green-Tea-Org-4oz,Label,C,Wizard Labels,"29121 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3024,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-CDP-Choline-50g,Label,B,Wizard Labels,"29122 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3025,6,3,60,30,3,,500,pcs,0.265,0,0.265,1,0.265,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-AY-3.75x4.75-Day-Night-Acne-Kit-Front,Label,B,Wizard Labels,"29123 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3026,6,3,60,30,3,,500,pcs,0.24,0,0.24,1,0.24,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-AY-3.75x4.75-Day-Night-Acne-Kit-Back,Label,B,Wizard Labels,"29124 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3027,6,3,60,30,3,,500,pcs,0.24,0,0.24,1,0.24,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-3.75x3-Milia,Label,C,Wizard Labels,"29125 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3028,6,3,60,30,3,,500,pcs,0.1224,0,0.1224,1,0.1224,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Vit-C-250g,Label,C,Wizard Labels,"29124 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3027,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-3.75x3-Theanine-100g,Label,C,Wizard Labels,"29123 Summit Ranch Dr, Golden, Colorado 80401",Ashley@wizardlabels.com,888-277-3026,6,3,60,30,3,,500,pcs,0.48,0,0.48,1,0.48,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,https://www.wizardlabels.com/,,,,,,,,1,12,,,,,,,,,,,
